2025-05-15 19:51:17.544 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:17.545 INFO  (qtp240630125-27) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest9 (1832217400562417664)], commit=} 0 557
2025-05-15 19:51:18.142 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:18.146 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:18.148 INFO  (qtp240630125-28) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest10 (1832217401155911680)], commit=} 0 594
2025-05-15 19:51:18.524 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:18.528 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:19.060 INFO  (qtp240630125-52) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest11 (1832217401788203008)], commit=} 0 903
2025-05-15 19:51:19.392 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:19.398 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:19.406 INFO  (qtp240630125-29) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest12 (1832217402743455744)], commit=} 0 338
